진료년도,시도,시군구,연령군,분만건수
2023,경북,구미시,19세 이하,0
2023,경북,구미시,20~29세,516
2023,경북,구미시,30~39세,1509
2023,경북,구미시,40~49세,95
2023,경북,구미시,50세 이상,0
2023,경북,김천시,19세 이하,0
2023,경북,김천시,20~29세,35
2023,경북,김천시,30~39세,56
2023,경북,김천시,40~49세,0
2023,경북,김천시,50세 이상,0
2023,경북,안동시,19세 이하,0
2023,경북,안동시,20~29세,165
2023,경북,안동시,30~39세,457
2023,경북,안동시,40~49세,50
2023,경북,안동시,50세 이상,0
2023,경북,영주시,19세 이하,0
2023,경북,영주시,20~29세,21
2023,경북,영주시,30~39세,23
2023,경북,영주시,40~49세,0
2023,경북,영주시,50세 이상,0
2023,경북,영천시,19세 이하,0
2023,경북,영천시,20~29세,25
2023,경북,영천시,30~39세,64
2023,경북,영천시,40~49세,0
2023,경북,영천시,50세 이상,0
2023,경북,포항남구,19세 이하,0
2023,경북,포항남구,20~29세,0
2023,경북,포항남구,30~39세,0
2023,경북,포항남구,40~49세,0
2023,경북,포항남구,50세 이상,0
2023,경북,포항북구,19세 이하,0
2023,경북,포항북구,20~29세,492
2023,경북,포항북구,30~39세,1516
2023,경북,포항북구,40~49세,133
2023,경북,포항북구,50세 이상,0
2023,경북,문경시,19세 이하,0
2023,경북,문경시,20~29세,0
2023,경북,문경시,30~39세,0
2023,경북,문경시,40~49세,0
2023,경북,문경시,50세 이상,0
2023,경북,상주시,19세 이하,0
2023,경북,상주시,20~29세,13
2023,경북,상주시,30~39세,18
2023,경북,상주시,40~49세,0
2023,경북,상주시,50세 이상,0
2023,경북,경산시,19세 이하,0
2023,경북,경산시,20~29세,0
2023,경북,경산시,30~39세,0
2023,경북,경산시,40~49세,0
2023,경북,경산시,50세 이상,0
2023,경남,거창군,19세 이하,0
2023,경남,거창군,20~29세,0
2023,경남,거창군,30~39세,0
2023,경남,거창군,40~49세,0
2023,경남,거창군,50세 이상,0
2023,경남,고성군,19세 이하,0
2023,경남,고성군,20~29세,0
2023,경남,고성군,30~39세,0
2023,경남,고성군,40~49세,0
2023,경남,고성군,50세 이상,0
2023,경남,남해군,19세 이하,0
2023,경남,남해군,20~29세,0
2023,경남,남해군,30~39세,0
2023,경남,남해군,40~49세,0
2023,경남,남해군,50세 이상,0
2023,경남,산청군,19세 이하,0
2023,경남,산청군,20~29세,0
2023,경남,산청군,30~39세,0
2023,경남,산청군,40~49세,0
2023,경남,산청군,50세 이상,0
2023,경남,의령군,19세 이하,0
2023,경남,의령군,20~29세,0
2023,경남,의령군,30~39세,0
2023,경남,의령군,40~49세,0
2023,경남,의령군,50세 이상,0
2023,경남,창녕군,19세 이하,0
2023,경남,창녕군,20~29세,0
2023,경남,창녕군,30~39세,0
2023,경남,창녕군,40~49세,0
2023,경남,창녕군,50세 이상,0
2023,경남,하동군,19세 이하,0
2023,경남,하동군,20~29세,0
2023,경남,하동군,30~39세,0
2023,경남,하동군,40~49세,0
2023,경남,하동군,50세 이상,0
2023,경남,함안군,19세 이하,0
2023,경남,함안군,20~29세,0
2023,경남,함안군,30~39세,0
2023,경남,함안군,40~49세,0
2023,경남,함안군,50세 이상,0
2023,경남,함양군,19세 이하,0
2023,경남,함양군,20~29세,0
2023,경남,함양군,30~39세,0
2023,경남,함양군,40~49세,0
2023,경남,함양군,50세 이상,0
2023,경남,합천군,19세 이하,0
2023,경남,합천군,20~29세,0
2023,경남,합천군,30~39세,0
2023,경남,합천군,40~49세,0
2023,경남,합천군,50세 이상,0
2023,경남,김해시,19세 이하,0
2023,경남,김해시,20~29세,473
2023,경남,김해시,30~39세,1268
2023,경남,김해시,40~49세,93
2023,경남,김해시,50세 이상,0
2023,경남,사천시,19세 이하,0
2023,경남,사천시,20~29세,0
2023,경남,사천시,30~39세,0
2023,경남,사천시,40~49세,0
2023,경남,사천시,50세 이상,0
2023,경남,진주시,19세 이하,0
2023,경남,진주시,20~29세,500
2023,경남,진주시,30~39세,1674
2023,경남,진주시,40~49세,136
2023,경남,진주시,50세 이상,0
2023,경남,창원마산회원구,19세 이하,0
2023,경남,창원마산회원구,20~29세,47
2023,경남,창원마산회원구,30~39세,322
2023,경남,창원마산회원구,40~49세,30
2023,경남,창원마산회원구,50세 이상,0
2023,경남,창원마산합포구,19세 이하,0
2023,경남,창원마산합포구,20~29세,74
2023,경남,창원마산합포구,30~39세,143
2023,경남,창원마산합포구,40~49세,16
2023,경남,창원마산합포구,50세 이상,0
2023,경남,창원진해구,19세 이하,0
2023,경남,창원진해구,20~29세,71
2023,경남,창원진해구,30~39세,141
2023,경남,창원진해구,40~49세,16
2023,경남,창원진해구,50세 이상,0
2023,경남,창원의창구,19세 이하,0
2023,경남,창원의창구,20~29세,585
2023,경남,창원의창구,30~39세,2174
2023,경남,창원의창구,40~49세,188
2023,경남,창원의창구,50세 이상,0
2023,경남,창원성산구,19세 이하,0
2023,경남,창원성산구,20~29세,257
2023,경남,창원성산구,30~39세,1010
2023,경남,창원성산구,40~49세,65
2023,경남,창원성산구,50세 이상,0
2023,경남,통영시,19세 이하,0
2023,경남,통영시,20~29세,55
2023,경남,통영시,30~39세,168
2023,경남,통영시,40~49세,13
2023,경남,통영시,50세 이상,0
2023,경남,밀양시,19세 이하,0
2023,경남,밀양시,20~29세,28
2023,경남,밀양시,30~39세,74
2023,경남,밀양시,40~49세,0
2023,경남,밀양시,50세 이상,0
2023,경남,거제시,19세 이하,0
2023,경남,거제시,20~29세,132
2023,경남,거제시,30~39세,360
2023,경남,거제시,40~49세,39
2023,경남,거제시,50세 이상,0
2023,경남,양산시,19세 이하,0
2023,경남,양산시,20~29세,199
2023,경남,양산시,30~39세,635
2023,경남,양산시,40~49세,62
2023,경남,양산시,50세 이상,0
2023,제주,서귀포시,19세 이하,0
2023,제주,서귀포시,20~29세,62
2023,제주,서귀포시,30~39세,197
2023,제주,서귀포시,40~49세,32
2023,제주,서귀포시,50세 이상,0
2023,제주,제주시,19세 이하,0
2023,제주,제주시,20~29세,620
2023,제주,제주시,30~39세,1962
2023,제주,제주시,40~49세,213
2023,제주,제주시,50세 이상,0
2023,세종,세종시,19세 이하,0
2023,세종,세종시,20~29세,435
2023,세종,세종시,30~39세,2053
2023,세종,세종시,40~49세,134
2023,세종,세종시,50세 이상,0
